_id,작성자,별점 점수,내용
658a833d26947c0563265384,성제준,3.5,힘겨운 줄타기도 건너기만 한다면
658a833d26947c0563265385,검은여우,4.0,아니 왜 진작에? 라는 반응을 보일 수 밖에 없는 스파이더맨 최고 작품
658a833d26947c0563265386,밍쭈,3.5,같은로고에 같은세계관만 보다 새로운 영화를 보았다. \n히어로 무비에서 이런 신선함을 느끼다니..
658a833d26947c0563265387,ES,4.5,스파이더맨x무한도전 느낌
658a833d26947c0563265388,김시웅,2.5,뭐하는거야? 이거 그냥 만화책 수준이잖아..\n중간중간 음악은 정말 좋았지만 전체적으로 난잡한 느낌이 많이들었다. 그웬이 나올 때도 살짝 과하다 싶었는데 3명더ㅋㅋㅋㅋ 노어이\n그냥 스파이더맨뽕으로 보는 영화
658a833d26947c0563265389,하얀너구리,3.5,"시대와 함께 진화하는 우리의 이웃 스파이디.\n어디에나 있고 누구라도 될 수 있으니 유비쿼터스하고 데모크레틱하다.\n.\n거미줄을 타고 도심을 활공하는 씬은 연출하는데에는 애니메이션만큼 적절한 형식이 있을까. 답습을 반복하는 피로속에 고여있던 우리의 히어로가 마침내 생명이 불어놓어지고(Animated) 긴잠에서 깨어났다.\n.\n가장 눈길이 가는 건 역시나 액션씬. 스파이디라는 고인물 캐릭터로 이렇게나 다양한 전투를 행할 수 있음을 왜 진즉에 알지 못했을까. 실사화에서 애니메이션으로 회귀하면서 마침내 빗장이 풀린 듯 마음껏 활공하고 자유낙하한다. 상황상황마다 틈입하는 신명나는 음악들은 이러한 액션들에 묘한 리듬감을 부여한다. 후반부 합동 격투씬에서는 마치 비보이팀들의 공연을 보는듯한 기시감이 느껴진다. 신체의 멋들어진 움직임과 음악이 공명할 때 우리는 '신난다'라고 박수치지 않던가.\n.\n영상과 음향이 합작한 기술적 성취외에도 영화의 메시지 역시 시대와 함께 성장하고 견고해졌다. 애초에 외계 출신 슈퍼맨, 혈통보다 강력한 돈을 가진 슈퍼리치 배트맨이 대변하지 못하는 보통의 영웅 스파이디는 독점이 아닌 균형과 분배를 통해 현재가 원하는 시대정신을 구현한다. 신시대의 스파이더맨은 때와 장소를 가리지 않고 존재하니(Ubiquitous) 종주권을 가지고 다투지 않아도 좋으며 누구나 남을 돕겠다는 선한 마음만 가지고 있으면 자격을 취할 수 있으니 더없이 민주적(Democratic)이다."
658a833d26947c056326538a,킴퓨처바이퓨처,5.0,master piece
658a833d26947c056326538b,허허녀석,5.0,누구나 스파이더맨이 될 수 있다.\n스파이더맨이라서 나올 수 있는 스토리
658a833d26947c056326538c,나링,5.0,"힙함의 끝판왕!\n만화적인 연출과 감각적인 OST의 배합이 너무 좋다. 애니메이션과 코믹스를 동시에 보는 느낌.\n히어로물이 취향에 맞는 편은 아닌데, 개인적으로 뉴유니버스는 다크나이트와 비슷한 느낌을 받았다.\n다크나이트를 보고 나서 배트맨이 궁금해진 것처럼, 뉴유니버스를 보고 나니 스파이더맨이 궁금해졌다.\n이 작품을 계기로 마블과 디씨 둘 다 천천히 시리즈 도전해볼까 생각중..\n2018.12.11 왠지 취향일 것 같아 끌려서 본 1차\n2018.12.18 점점 상영시간이 사라져 금방 내릴까봐 다급하게 찍은 2차"
658a833d26947c056326538d,권경진,5.0,실망안시킴 영상뒤짐 재밌음 영혼갈았음
658a833d26947c056326538e,박천진,4.0,Hello spidy
658a833d26947c056326538f,신보라,4.5,애니메이션만이 할 수 있는 연출을 아낌없이! \n누구든 히어로가 될 수 있어
658a833d26947c0563265390,김혜성,4.5,애니메이션이라는 편견을 버리고 많은 사람들이 새로운 스파이더맨을 즐겼으면 좋겠다
658a833d26947c0563265391,동병듸,4.5,다정한 이웃 스파이더맨의 키워드는 성장.\n그리고 스탠리를 위하여.
658a833d26947c0563265392,범벨스,3.5,2018년 최고의 간지영화 인정합니다. 베이비 드라이버 이후로 음악때문에 미칠 것 같았던거 오랜만이었다.
658a833d26947c0563265393,천용희,4.5,진입 난이도가 상당히 높은 지점들이 있긴 한데 그걸 감안하더라도 올해 나온 애니메이션 중 최고라 할 만 하다.
658a833d26947c0563265394,찐이다,5.0,누구나 마스크를 쓸 수 있다.\n자신의 길을 가는 모든 이들이 누군가의 영웅.
658a833d26947c0563265395,허say,4.5,리 메이크란 이런 것
658a833d26947c0563265396,또까,4.5,꾸르잼\n수트가 너무 멋잇다
658a833d26947c0563265397,jooh,4.0,소니의 스파이더맨 활용법
658a833d26947c0563265398,콩이네강아지,4.5,와ㅡ우 정말 이 영화에 박수를!!! \n애니메이션이라서 가능한 모든 요소를 정말 너무나도 잘 사용했다!! 연출이 너무 좋다정말!! 모든 캐릭터들이 너무 사랑스럽다! 장점 밖에 말할게 없다!!
658a833d26947c0563265399,프레카리아트,4.5,신발끈을 묶지 않는 것. 소니의 곤조.
658a833d26947c056326539a,ssz,4.5,극장에서 못 봤으면 후회할 뻔
658a833d26947c056326539b,정민호,4.0,다시는 애니메이션 영화라고 얕보지 않겠습니다..
658a833d26947c056326539c,최동환,5.0,역대 최고의 스파이더맨 작품. 끝.
658a833d26947c056326539d,심승호,3.0,"영상과 음악이 좋고 참신하지만, 멀티버스가 처음있는 설정도 아니고 심지어 전형적인 모습도 보인다. 무엇보다도 이야기를 풀어내는 구성이 아쉽다. 착실히 계단을 올라가는 느낌만 준다고 할까."
658a833e26947c056326539e,패터슨,1.5,나랑 잘 안 맞는다. 토비 맥과이어의 스파이더맨이 그리웠음.
658a833e26947c056326539f,JungJin Kim,4.0,취향저격. 딱 이 네 단어면 충분하다
658a833e26947c05632653a0,UMIN,4.0,스포일러가 있어요!! 보기
658a833e26947c05632653a1,Vㅣ아,4.0,스포일러가 있어요!! 보기
658a833e26947c05632653a2,dottt95,4.0,완벽의 포물선을 그려낸 스파이더맨의 거미줄.
658a833e26947c05632653a3,새결,5.0,"블랙팬서는 ‘흑인’히어로였다면 마일스는 히어로인데 흑인일 뿐이라, 그 지점이 참 좋았다. 소수자성에 집중하는게 아니라 개인에 대한 서사를 풀며 다양성을 녹여내는 연출이 인상적이었던."
658a833e26947c05632653a4,담담,4.5,"지금의 감정을 잊지 않기 위해 우선 두서없이 메모하기. 코멘트는 영화를 한번 더 보고 작성하기로.\nEverything. 모든 걸 담았다. 그것도 완벽하게. 하지만 가슴 속에 이 가시지 않는 울렁임은 역설적이게도 슬픔에 가깝다. 스탠리에 대한 감사 그리고 공허함, 아니면 이 완벽한 작품을 이미 봐버렸기 때문일까."
658a833e26947c05632653a5,조성호,4.0,2018년 최고의 애니메이션이 되었다.\n보는 내내 4dx 생각이 절로!!\n\n2021년 11월30일\n\n톰 홀랜드 스파이더맨 마지막 시리즈를 위한 그\n일곱번째!!
658a833e26947c05632653a6,강구용,3.0,2018.12.16.
658a833e26947c05632653a7,차차,4.5,from your friendly neighborhood spider-man
658a833e26947c05632653a8,냉쿠,4.5,생각없이 보다보면 어느순간  온몸에 전율이\n-이천CGV 혁구랑
658a833e26947c05632653a9,리키스,5.0,애니메이션 연출과 디자인의 승리. 영혼을 갈아넣은 디자이너들의 공로에 박수를
658a833e26947c05632653aa,허기자,4.0,디자이너들의 땀내가 진동을 한다.
658a833e26947c05632653ab,Jiyeon,5.0,"불꽃, 모두가 스파이더맨 가면을 쓸 수 있어요"
658a833e26947c05632653ac,엔스텔라,3.5,재미있게는 봤다만 굳이 스파이더맨 캐릭터가  다섯이나 필요했을까 싶다
658a833e26947c05632653ad,쿠쥬,5.0,와우... 엄청난 아트웍에 입을 다물 수 없었다.
658a833e26947c05632653ae,이승호,4.5,샘스파2 이후 최고의 스파이더맨 영화
658a833e26947c05632653af,장미란,4.5,2018년에 관람한 영화중 기대치 대비 가장 만족도가 높음!
658a833e26947c05632653b0,Grayi,4.5,센스넘치고 재기발랄하고 힙한 꿀잼 스파이디무비!
658a833e26947c05632653b1,최정미,4.0,스토리는 예상가능하지만\n신선함을 주는 애니.ost도 좋다.\n마일스 스파이더맨 계속 나왔음 좋겠다
658a833e26947c05632653b2,서은섭,4.5,액션 히어로 코믹스의 맛
658a833e26947c05632653b3,장호준,4.0,멀티 스파이더맨버스와 성장 드라마가 효과적으로 결합한 스토리와 코믹스의 표현 방식을 차용한 신선한 시각적 스타일의 액션 연출이 모두 성공적인 올해의 애니메이션.
658a833e26947c05632653b4,이랑,4.5,보고 나와서 아쉬운 점이 떠오르지 않은 영화가 얼마나 오랜만인지!\n+) 근데 왜구 캐릭터 존싫
658a833e26947c05632653b5,ykng,4.5,2018. 12. 14\nWOOOOOOOW\n미쳤다 진짜 최고 너무 좋아ㅏ\n타이틀로고부터 장난아니다 싶었는데 와우...\n연말에 스탠리산타할아버지에게 어릴적 스파이더맨 보고 느꼈던 흥분과 설렘을 선물받은것 같아
658a833e26947c05632653b6,선용,4.0,유쾌한 변주와 때깔 좋은 영상미에 감탄할 수밖에. 소니가 2018년을 보내기 전 제대로 한 건 하는구나.
658a833e26947c05632653b7,th,4.5,마일즈 신발이 너무 예뻐서 자꾸 눈이 거기로 간다\n하지만 역시나 나이키 더드로우 떨어짐 ㅎ....\n+++\n스파이더맨 시리즈 중 올타임 넘버원. 특히 각성파트 상하반전은....
658a833e26947c05632653b8,부종호,4.0,"수도 없이 소비된 스파이디, 무한한 반복과 변주로 날아오르다"
658a833e26947c05632653b9,쓩디,5.0,그래픽팀...갈렸다 갈렸어
658a833e26947c05632653ba,kht0804,4.5,"영민한 기획과 치밀한 연출, 수려한 영상미가 한곳에 뭉칠 때."
658a833e26947c05632653bb,오락충,5.0,"소니가 저지르고 말았다. 역대 스파이더맨 영화중 최고라 불러도 될정도다. 만약 베놈을 그따위로 내놓은게 이영화 때문이라 한다면 다 용서가 가능하다.\n미국 그래픽 노블을 그대로 영상화한듯한 스타일리쉬한 작화도 끝내주고 스파이더맨팬들을 위한 다양한 오마주,밈들을 데드풀 처럼 재치있게 이야기와 같이 매끄럽게 풀어나간다.\n여러 캐릭터들이 나오는데 각 캐릭터 마다 서로 개성있는 연출들이 나오는데(일본 애니식 연출이 나오거나 미국 카툰풍 연출이 나온다) 상당히 재밌다.\n더불어 스탠리 카메오는 역대 최고. 쿠키 또한 최고다갯수는 두개니 놓치지 말도록"
658a833e26947c05632653bc,전차영,4.0,익숙함과 신선함 사이의 또다른 경지.\n-\n이 작품이 내가 태어나서 처음으로 보는 스파이더맨 시리즈였기 때문에 내가 이 작품을 잘 즐길 수 있을까 하는 불안감이 있었다. 하지만 우리들의 친절한 이웃 스파이더맨 씨는 그런 나를 붙잡고 같이 신나게 여행을 떠나주셨다. (고마워요 스파이더맨!! I Love You!!!) 하지만 스파이더맨에 대해 거의 아무것도 몰랐던 지금 상태에서 봐도 이렇게 재밌는데 역시 스파이더맨 시리즈를 모두 정주행하고 이 작품을 봤다면 더 재미있었을 텐데... 점수도 지금보다 높게 줄 수 있었을 텐데... 라는 아쉬움이 남는다. 꼭 다음번에 시리즈 모두 정주행하고 다시보리라.\n-\n쿠키 영상이 있다는 것은 알았지만 추모 글이 그 쿠키인 줄 알고 그냥 나와버렸다. 이게 제일 아쉽다. 사실 분명 뒤에 하나 더 있을 것 같은데... '번역 : 황석희'가 안뜨는데... 라는 생각은 하였지만 쿠키 영상이 더 있다는 것 몰랐음 & 관객 나말고 모두 나가버림 & 알바생 분이 '쟤는 뭔데 혼자 계속 앉아 있는거야?'라는 표정으로 날 쳐다봄의 콜라보로 결국 나와버렸다. 다음번에는 무조건 끝까지 버틸 것이다.
658a833e26947c05632653bd,엘라,4.5,상상력이 가미된 스파이더맨들의 세계
658a833e26947c05632653be,🦖티라노사우디아라비아🇸🇦,4.5,'이 중에 니가 좋아하는 게 하나라도 있겠지' 싶은 패키지에서 모든 게 내가 좋아하는 것인 경우.
658a833e26947c05632653bf,이창현,4.0,그래픽노블의 실사화에 열광하는 이들에게 한 방 제대로 맥인다.
658a833e26947c05632653c0,소연,5.0,〰️2018.12.12(수) @CGV영등포〰️\n-\n걍 최고......
658a833e26947c05632653c1,LeeCh,4.5,"마블 시네마틱 이전에 마블 코믹스가 있었음을 새삼 일깨워주다. \n어느새 정형화되고 익숙해진 마블 오리진을 일신하기 위해 참신한, 아니 파격적인 얼굴들이 만화책을 뚫고 스크린으로."
658a833e26947c05632653c2,이형래,5.0,"올해 최고의 미친 슈퍼 히어로 영화 !!!\n미친 연출, 스토리, BGM 보는 내내 눈과 귀가 황홀했다."
658a833e26947c05632653c3,도마뱀X,4.5,가벼운 마음으로 들어갔다 한방먹고 나왔다.
658a833e26947c05632653c4,Han,5.0,ost 로 귀가 좋았고 애니메이션으로 만들어져서 영상미가 좋아서 재미있었음!
658a833e26947c05632653c5,이태영,5.0,애니메이션이라서 기대하지 않았다면 꼭 보시길\n재밌다
658a833e26947c05632653c6,The world is yours,4.5,애니메이션의 장점이 극대화된 영화!!
658a833e26947c05632653c7,홍삼캔디,5.0,애니메이션의 신혁명!!!!!
658a833e26947c05632653c8,따따시,4.0,"‘로튼 토마토’라는 사이트가 있습니다. 미국의 영화 리뷰 모음 사이트입니다. 이곳에서 좋은 평가를 받았다고 하면, 한국 언론에서도 많은 기사를 내고, 영화팬들도 많은 기대를 합니다. 그리고 최근 100% 지수가 나온 영화가 나와서 많은 이슈를 만들었습니다. 영화 [스파이더맨 : 뉴 유니버스]입니다. 스파이더맨의 판권을 가지고 있는 소니가 코믹스를 기반으로 만든 애니메이션 영화입니다. 과연 이 영화는 모두가 극찬할 영화일까요?\n영화는 전체적으로 만화 같은 연출을 보여줍니다. 이것이 이 영화의 가장 핵심입니다. 영화 속 설정이 평행우주를 다룬 영화이기에 이것을 실사 영화로 표현하기에는 한계가 보입니다. 이 점은 영화를 관람하시면 바로 이해할 수 있을 겁니다. 괜히 애니메이션으로 만든 영화가 아닙니다. 이 영화에서 등장한 시각효과를 모두 실사에서 CG로 처리하는 것은 불가능하다고 생각합니다. 그 정도로 이 영화에서 시각효과는 상당히 많고, 상당히 화려합니다. 이러한 점은 이 영화가 만화책을 콘셉트로 했기 때문입니다. 때문에 영화 자체에 만화책의 질감이 살아있습니다.\n택시의 불빛을 보면, 어떤 패턴을 볼 수 있습니다. 저런 효과가 코믹스 원작에 대한 재현을 잘 보여주고 있습니다. 전체적으로는 실사의 느낌을 보여줍니다. 하지만, 앞서 말한 포인트와 디테일한 부분에서 만화책 같은 느낌을 줍니다.\n영화에서는 표현하기 어려운 어떤 감각적인 것에 대해서 영화 속에서 저런 식으로 표현을 합니다. 이러한 점들이 영화를 보고 있지만, 움직이는 만화책을 보는 듯한 느낌을 주는 요소 중 하나라고 생각합니다. 이러한 점들이 아주 신선하게 다가옵니다. 단순히, 컴퓨터 애니메이션이 아니라 영화 속에 만화책을 재현한 것은 아주 좋게 평가를 하고 싶습니다.\n \n하지만, 저에게 이 영화를 매력적으로 다가오지는 않습니다. 아주 독특한 개성을 가지고 있지만, 그것이 저에게는 큰 감명으로 다가오지는 않습니다. 우선, 이 영화는 이런 사람들에게 아주 재밌을 것 같습니다.\n \n1.     마블 코믹스의 팬\n2.     스파이더맨 시리즈의 팬\n3.     마블 유니버스의 팬\n \n저는 위의 3가지 항목에 어느 것도 포함되지 않습니다. 저에게 마블은 영화를 재밌게 만드는 혹은 상업적으로 잘 이용하는 회사라고 생각합니다. 코믹스에는 관심도 없고, 스파이더맨에도 관심이 없습니다. 마블 유니버스가 인기가 있는 이유는 디즈니의 힘이 크다고 생각하기 때문에 유니버스에도 크게 관심이 없습니다.\n그런 제가 보기에 이 영화는 대중들에게 관심을 끌 수 있는 영화는 아니라고 생각합니다. 애니메이션이기 때문에 아이들과 관람을 하려는 분들이 많을 것 같습니다. 이 영화는 아이들을 위해서 만들어진 영화는 아닙니다. 평행우주에 대한 개념이 어려울 수도 있고, 시각효과가 너무 많아서 막판에는 살짝 멀미가 날 정도였습니다. 익숙하지 않은 세계관을 보여주는 영화라서, 마음 편하게 즐기기는 조금 어려웠습니다.\n \n결국은 마블 코믹스를 영화로 옮긴 것 같은 느낌을 전해주는 영화입니다. 이 점이 팬들에게는 아주 어필할 수 있는 요소가 될 수 있습니다. 그리고 영화 공부를 하거나, 팬들에게는 이 작품이 아주 신선할 겁니다. 그리고, 위의 사람이 아니라면 잘 모르겠습니다.\n \n4 / 5  신선함이 최고를 뜻하지는 않는다."
658a833e26947c05632653c9,김미리,5.0,"이건 미쳤다. 그래, 스파이더맨은 원래 만화였다."
658a833e26947c05632653ca,JE,5.0,소니 제대로 일냈네!!!!!\n스파이더맨 연기하는 크리스 파인이라니 죽고 없다  마블이 크리스 드래곤볼을 이렇게라도 모으네요... 이야.. 신난다.. 크리스 파인 목소리 들어야 하니까 n차 열차 출발합니다... 아.. 스탠리옹.. 반가웠다 마블 영화 볼 때 마다 이번엔 어떤 모습으로 나오려나 기대했었는데..ㅠㅠ
658a833e26947c05632653cb,비노,4.5,경쾌하고 스타일리쉬하다. 그리고 무엇보다 재미있다.
658a833e26947c05632653cc,김머그리,4.5,애니메이션이라 가능한 장면들의 활용이 빛난다.
658a833e26947c05632653cd,고민성,4.0,팝아트의 존재 가치를 고루해진 스파이더맨 서사에서 확인하게 될 줄이야.
658a833e26947c05632653ce,JK,5.0,"멀티버스를 다룰려면 이 정도 공은 들여야 하는 것 같다! 스토리 전개, 캐릭터 디자인, 작화, 색감 등 모든 요소가 환상적일 뿐더러 아름답게 어우러진다. 특히 여러 평행우주에서 한 데 모인 스파이디들의 이질적인 질감들을 부각시키면서도 그 정도를 너무 과하지 않게 조절하는 기술이 뛰어나다고 생각했음. 이게 바로 아트다...... 마일스가 아버지의 믿음을 확인하고 각성 후 leap of faith를 하는 장면에서는 왠지 눈물까지 났고 그의 성장을 진심으로 응원하게 됨. 이걸 영화관에서 보지 못했다는 게 통탄할 노릇인,,,"
658a833e26947c05632653cf,SATOR,4.0,난잡하지 않은 화려함
658a833e26947c05632653d0,꿈깨요,4.5,이래서 소니가 안 놔준 거구나?
658a833f26947c05632653d1,오미,4.0,스파이더맨으로 만든 엄청난 예술!
658a833f26947c05632653d2,나이트 시네마,4.0,연출도 이 정도면 예술의 경지
658a833f26947c05632653d3,무호두,4.5,"너무너무 힙하고 신선해서 눈물이 날 지경, 18년의 나 이거 왜 극장에서 안봤냐.."
658a833f26947c05632653d4,킹갓진인,4.0,코믹스의 근본을 찾아서.\n만화와 영화가 만나는 가장 환상적인 순간.
658a833f26947c05632653d5,mimi,4.0,힙해...마블에 이제 스파이더맨만 남은 거 같애.
658a833f26947c05632653d6,비지정생존자,3.5,"2019년 터너상은 이례적으로 4명의 최종심 후보들이 공동으로 수상했다. 미술가들이 심사위원 측에 공통성(commonality), 다양성(multiplicity), 연대성(solidarity)의 필요를 인정해 공동으로 수상할 수 있게 해달라고 요구한 것을 심사위원단이 받아들인 결과다. 2019년 아카데미와 골든 글로브가 스파이더맨 뉴유니버스를 선택한 이유 역시 이와 비슷한 맥락이 아닐까 싶다"
658a833f26947c05632653d7,김지수,4.5,왓챠가 계속 추천해줄 때는\n빨리 보자..😔
658a833f26947c05632653d8,보키,4.5,왜 이제서야 봤을까 나 새끼...\n너무 힙하고 사랑스럽다!!!! 쿠키 또한 세상 완벽....
658a833f26947c05632653d9,찐뷰,3.5,아이맥스로 꼭 봐야될 영화를 이렇게 또 놓쳤다 ㅜ
658a833f26947c05632653da,kevin,4.5,눈 호강 정말 제대로 했다.\n실사가 보여줄 수 없는 세계를 휘황찬란하게 몰아치며\n마지막 엔딩 크레딧 이후까지 시전하는 깨알재미.
658a833f26947c05632653db,이승원,4.0,힙하고 알록달록한 느낌을 제대로 살렸다.\n\n언급되는 원작들을 읽지 않은 사람도 쉽게 즐길 수 있는 멋진 작품.
658a833f26947c05632653dc,안휘인,4.0,누구도 혼자가 아니다.\n그러니까 마음을 닫았다해도 잊지 않았으면 좋겠다.\n어느날엔 괜찮아질거라고\n.
658a833f26947c05632653dd,박스오피스 셔틀,3.5,"전국 관객수\n723,450명\nDOMESTIC (50.7%)\n$190,241,310\nINTERNATIONAL (49.3%)\n$185,299,521\nWORLDWIDE\n$375,540,831\nBudget\n$90,000,000\n극찬에 비해  아쉬운 성적"
658a833f26947c05632653de,DwLEE,4.0,"3D식 미국 카툰풍 작화와 연출, 그리고 화려한 액션과 찰떡같이 어울리는 힙합 BGM, 주인공의 성장스토리,스파이더맨 팬들이 보면 환장할 만한 팬서비스 요소 등등 스파이더맨2와 같이 역대 최고의 스파이더맨 영화 중 하나"
658a833f26947c05632653df,이장님,4.0,가장 좋아하는 샘파이더맨 3부작 오마쥬도 너무 좋았고 로이 릭텐스타인의 작품을 보는듯한 정신없는 화려한 영상미도 너무 좋았다\n하나의 팝아트를 보는 것 같았다
658a833f26947c05632653e0,Alex9,4.0,"제작에 참여했던 아티스트와 애니메이터들은 이렇게 생각했다고 한다.\n""이런 작품을 만들 수 있는 기회는 죽을 때까지 다시 안 올지도 몰라!"""
658a833f26947c05632653e1,선셂,5.0,스파이더맨의 활공은 필연적으로 추락을 전제한다. 중요한 건 넘어졌다는 사실이 아니라 어떤 상황에서도 다시 일어나는 것.
658a833f26947c05632653e2,Jenny Kim,4.0,뉴 스타일리시 스파이더맨\n솔직히 스파이더맨 중에 젤 잼따\n(여태 아주 맘에 든 스파이더가 없었음)
658a833f26947c05632653e3,임용수,5.0,스파이더맨 시리즈중 젤 재밌는듯
658a833f26947c05632653e4,제제*,4.5,"그 누가 무엇을 상상하건 그 이상의 볼거리가 있는 영화,마치 만화책이 화면에서 움직이는 것과 같았던 놀라운 작화와 평행세계들에서 온 스파이더들을 통한 스파이더맨이란 캐릭터의 다양한 재해석까지 모두 최고"
658a833f26947c05632653e5,오세일,4.5,세상에..영화가 이렇게 힙해질 수 있다니\n뛰어난 영상에 감사와 박수를 보냅니다!!
658a833f26947c05632653e6,영화보고갈래,4.0,넌 혼자가 아니야\n-스파이더맨에게만 해당하는 말이 아닌 우리 모두에게 필요한 말-
658a833f26947c05632653e7,이시내,4.0,발레슈즈 신은 스파이더맨 멋져
658a833f26947c05632653e8,최희수,4.0,"눈호강 귀호강. 영화보면서 눈도 못 깜빡거리겠음 그 사이에 내가 놓친게 있을까봐 ㅋㅋㅋ 중간중간에 카툰처럼 표현된 방식 신선하고 좋았다. 색감이 너무 강렬해서 받아들이느라 끝나고 나서는 기빨렷지만, 난 원래 이런 영화 좋아해 ㅋ 슈팅스타를 눈으로 먹는듯한 느낌이였음. 그리고 영화가 끝난 후 내 플레이 리스트에는 이 영화 ost 다 추가 됨 ㅎㅎ"
658a833f26947c05632653e9,나대엽,3.5,"그리 나쁘지 않은 전개, 너무나 훌륭한 화면, 그 걸로 족하다!"
658a834026947c05632653ea,mwinda mwmwin,4.0,아니 나 마블 안 좋아하는데\n이건 반칙이잖아요\n지하철을 누비는 그래피티천재 블랙 스파이더맨이라니....\n펑키하고 힙해버리면 내 취향저격이잖아요...\n각기 다른 차원의 스파이더맨을 보는 재미도 쏠쏠하고\n중간중간 만화이펙트 보일 때마다 희열...\n🎧Logic - Black Spiderman
658a834026947c05632653eb,이재훈,5.0,평소 입고 싶었던 패션을 싹 다 가지게 된 느낌.
658a834026947c05632653ec,천성식,3.5,"브루스 웨인이 내게는 영원히 크리스챤 베일인 것처럼 피터 파커도 토비 맥과이어만 생각한다. 그래서 여기서 나온 피터 파커가 앤드류 가필드나 톰 홀랜드가 아니어서 반가웠다. \nㅡ\n스탠 리 : 이건 언제나 맞는단다, 결국에는.\n,\n모든 일이 잘 되진 않아. 그게 전부야, 자신을 믿어야 해.\n어쨌든 너희 세계에서 스파이더맨을 함부로 가져와서 미안해... 우리 것이 없어서"
658a834026947c05632653ed,Sormoo,5.0,“자신을 믿고 뛰어”
658a834026947c05632653ee,이은서,3.5,"연출과 화면, 케릭터와 발상은 좋으나 아쉬움이 남는다.\n*재밌는 요소가 많이 들어갔고 케릭터가 아주 매력적이다. 화면은 환상적인 요소로 가득하다. 뭐하나 아쉬울 것이 없어야 하는데 왠지 아쉽다.\n*스토리는 스토리대로 재밌으나 급하게 풀어내는 느낌이 난다. 다차원과 시간이라는 요소는 2시간안에 풀어내기 쉽지 않구나 라는 생각이 든다.    \n*매력적인 캐릭터들이 잔뜩 등장하나 잘 써먹지 못했다고 생각한다. 다양한 피터 파커들 모두 설정이나 비쥬얼 뭐하나 안빠지는데 이렇게 한번쓰이는 걸로 끝을 보기에는 아쉽다.\n빌런 또한 아쉽다. 잘 기억에 남지 않는다."
658a834026947c05632653ef,송재한,4.0,애니메이션이라는 장르로 살릴 수 있는 건 다 살렸다고 해도 무방한 표현력. 경계를 넘나들고 비트는 짜릿함. 깔쌈한 영화다.
658a834026947c05632653f0,박재현,5.0,눈과 귀가 황홀해지는 그래픽과 사운드! 오직 애니메이션 장르만이 도달할 수 있는 최고의 경지에 오른 영화!!!!!\n- 취향은 존중받아 마땅하지만 이 영화가 재미없다는 사람과는 친구 못 할 것 같다😂😂
658a834026947c05632653f1,홍지아,3.5,나와 같은 누군가가 우주 어디에 또 있다는 생각만으로도 큰 힘이 될 것 같다
658a834026947c05632653f2,James McAvoy,3.5,스토리를 떠나서 너무 연출이 아름다웠다 입 벌리고 보게 되는 영화는 또 오랜만  \n왜 애니메이션으로 만들었을까 작년부터 궁금했었는데 보는 순간 이건 애니메이션으로 밖에 설명 못 한다 라고 느꼈음
658a834026947c05632653f3,ㅇㅈ,4.5,"사회적, 논리적, 시각적 스토리텔링 기법의 정점!"
658a834026947c05632653f4,록록,4.0,스파이더맨에 대한 최고의 재해석아닌가 싶습니다.
658a834026947c05632653f5,ima_vef,4.5,그래 이게 스파이더맨이지!
658a834026947c05632653f6,yeonari37,4.0,"애니메이션의 장점을 최대화해낸 듯. 빠르고 경쾌한 속도감에 나도 모르게 풍덩, 정신없이 지나보니 2시간만에 나도 여기, 브루클린에."
658a834026947c05632653f7,김농롱,3.5,화질이 구린 비행기에서 보기에 최적의 영화였다. \n영화 귀엽고 재밌구만... 피터 파커 현실 몸매 최고.. 츄리닝 바지를 입지 않으면 안되는 몸매 최고 ㅋㅋ 내가 그 마음 알지
658a834026947c05632653f8,쁠럭,3.5,놀라운 화면은 5점 만점을 줄만 하지만\n뒤로 갈수록 좀 지루했음은 인정하자\n암튼 지금까지 나온 스파이더맨중 가장 쿨해!!!
658a834026947c05632653f9,기린,4.0,"시대, 국가 구분없이 온갖 장르의 캐릭터들까지 총동원해서 완성시킨 혁신적 애니메이션 스타일."
658a834026947c05632653fa,유진,4.0,"대박 판타스틱 눈,귀가 다 행복함 \n엄청 공들인 것 같다 스토리도 너무 재밌고 화려하다 캐릭터들 다 쿨함 \n영화보다 더 확 빠져서 봤다 영상미 장난아니당..\n입체감과 화려함이 난리나는데 너무 또 현실적인 척 안하고 만화느낌 살려서 좋다\n소리 만땅 크게 틀고 보는 것 추천"
658a834026947c05632653fb,모까모까,4.0,온 세상 스파이디들을 위해!!!!
658a834026947c05632653fc,복진섭,4.0,마블스타일의 액션 연출이 끝내주는 멋진 만화
658a834026947c05632653fd,NICOLE,4.5,Sunflower 흘러나올 때부터 들썩들썩. 수작이다.
658a834026947c05632653fe,tpark,5.0,"엔딩크레딧을 보면서, 이걸 만든 사람들은 얼마나 뿌듯했을까 하는 생각이 들었다."
658a834026947c05632653ff,Ko paint,3.5,만화를 만화적 상상력을 총동원해 만든 재미있는 만화
658a834026947c0563265400,박해원,3.5,"20세기 카툰과 21세기 카툰 렌더링의 센스 있는 조화. 비록 반전 중독에 막판 뒤집기는 쫌 심하게 밀어준다 싶을 정도로 편파적인 감이 있지만 스파이더맨의 속도감과 유연성, 애니메이션의 연출적 유려함, 익살스러움이 만나 시원시원하고 신나며 정감가는 작품이 탄생한 거 같다.\nP.S - 게임계에 어쌔신 크리드 유니티가 있다면 애니계엔 스파이더맨 뉴 유니버스가 있다ㅋㅋ"
