_id,작성자,선택 옵션,별점,내용
658b8f38999301f0be820340,옆집순이,선택하세요:한우 양지 200g,5,상품 배송 가격 모두 좋아요...
658b8f38999301f0be820341,tlwj****,"옵션명 1:한우1등급,옵션명 2:한우 살치살 300g",4,신선하고 맛있습니다\n또 구매몌정입니다
658b8f38999301f0be820342,ojh3***,선택하세요:한우 업진살 300g,5,고기가참좋아요~~또구매할께요~~
658b8f38999301f0be820343,하연꼰쥬,"옵션명 1:한우1등급 부위선택,옵션명 2:다짐육,옵션명 3:400g",2,다짐육 400g 4개 구매했는데\n소분하면서 그람수 재어보니 2팩은 30g씩 부족하네요\n이렇게 보이는 눈속임 하면서 판매하지 마세요
658b8f38999301f0be820344,양파,"옵션명 1:한우1등급 부위선택,옵션명 2:등심,옵션명 3:200g",5,
658b8f38999301f0be820345,양파,"옵션명 1:한우1등급 부위선택,옵션명 2:꽃등심,옵션명 3:200g",5,
658b8f38999301f0be820346,haec**,"옵션명 1:한우1등급 부위선택,옵션명 2:안창살,옵션명 3:200g",5,
658b8f38999301f0be820347,신천지,"옵션명 1:한우1등급 부위선택,옵션명 2:채끝등심,옵션명 3:300g",5,
658b8f38999301f0be820348,syle*****,"옵션명 1:한우1등급,옵션명 2:한우 살치살 300g",5,
658b8f38999301f0be820349,recl******,"옵션명 1:한우1등급,옵션명 2:한우 안심 300g",5,
658b8f38999301f0be82034a,spki*****,"옵션명 1:한우1등급,옵션명 2:한우 채끝등심 300g",5,
658b8f39999301f0be82034b,rheh******,"옵션명 1:한우1등급,옵션명 2:한우 치마살 300g",4,
658b8f39999301f0be82034c,ange******,"옵션명 1:한우1등급,옵션명 2:한우 치마살 300g",1,여기서 치마살 많이 시켜 먹었는데 이번거는 너~무 질기네요 ㅜ 치마살 맞나요? 글고 이번부터 배송비가 붙어서 ㅜ 아쉬웠는데 고기까지 질겨서 애들 구워줬더니 뱉어요 ㅜ 돈 아깝.... 
658b8f39999301f0be82034d,strn**,"옵션명 1:한우1등급,옵션명 2:한우 업진살 300g",5,
658b8f39999301f0be82034e,strn**,"옵션명 1:한우1등급,옵션명 2:한우 채끝등심 300g",5,
658b8f39999301f0be82034f,wpdm*****,"옵션명 1:한우1등급,옵션명 2:한우 갈비살 300g",4,
658b8f39999301f0be820350,wpdm*****,"옵션명 1:한우1등급,옵션명 2:한우 채끝등심 300g",4,
658b8f39999301f0be820351,S|18**************,"옵션명 1:한우1등급,옵션명 2:한우 국거리 400g",5,
658b8f39999301f0be820352,whdf****,"옵션명 1:한우1등급,옵션명 2:한우 차돌박이 300g",4,
658b8f39999301f0be820353,S|18**************,"옵션명 1:한우1등급,옵션명 2:한우 국거리 400g",5,
658b8f39999301f0be820354,yunm*****,"옵션명 1:한우1등급,옵션명 2:한우 불고기 400g",5,불고기해먹었는데괜찮았어요
658b8f39999301f0be820355,govl********,"옵션명 1:한우1등급,옵션명 2:한우 안심 300g",5,
658b8f39999301f0be820356,govl********,"옵션명 1:한우1등급,옵션명 2:한우 채끝등심 300g",4,
658b8f39999301f0be820357,youn******,"옵션명 1:한우1등급,옵션명 2:한우 치마살 300g",5,
658b8f39999301f0be820358,멜롱,선택하세요:한우 안심 300g,5,
658b8f39999301f0be820359,멜롱,선택하세요:한우 꽃등심 300g,5,
658b8f39999301f0be82035a,얼음천송이,"옵션명 1:한우1등급,옵션명 2:한우 치마살 300g",5,너무 맛있고 배송 빠르고 포장 굿
658b8f39999301f0be82035b,youn******,"옵션명 1:한우1등급,옵션명 2:한우 업진살 300g",5,
658b8f39999301f0be82035c,S|02******************,"옵션명 1:한우1등급,옵션명 2:한우 안창살 300g",5,만족합니다 맛 좋습니다
658b8f39999301f0be82035d,S|02******************,"옵션명 1:한우1등급,옵션명 2:한우 꽃등심 300g",5,부드럽습니다 맛있어요
658b8f39999301f0be82035e,핸섬맨맘,"옵션명 1:한우1등급,옵션명 2:한우 안심 300g",5,
658b8f3a999301f0be82035f,ksr9***,"옵션명 1:한우1등급,옵션명 2:한우 갈비살 300g",5,
658b8f3a999301f0be820360,ksr9***,"옵션명 1:한우1등급,옵션명 2:한우 육회 + 소스 400g",5,
658b8f3a999301f0be820361,ksr9***,"옵션명 1:한우1등급,옵션명 2:한우 안심 300g",5,
658b8f3a999301f0be820362,뉴뉴뉴？뉴뉴뉴,"옵션명 1:한우1등급,옵션명 2:한우 치마살 300g",5,맛있을거 같아요~~~
658b8f3a999301f0be820363,박민,"옵션명 1:한우1등급,옵션명 2:한우 꽃등심 300g",5,차돌은 포장이 찢어짐.
658b8f3a999301f0be820364,솟때^^,"옵션명 1:한우1등급,옵션명 2:한우 차돌박이 300g",5,
658b8f3a999301f0be820365,솟때^^,"옵션명 1:한우1등급,옵션명 2:한우 안심 300g",5,
658b8f3a999301f0be820366,kmh8*****,"옵션명 1:한우1등급,옵션명 2:한우 살치살 300g",5,
658b8f3a999301f0be820367,spki*****,"옵션명 1:한우1등급,옵션명 2:한우 국거리 400g",4,
658b8f3a999301f0be820368,핸섬맨맘,"옵션명 1:한우1등급,옵션명 2:한우 채끝등심 300g",4,고기가 부드럽고 맛있습니다
658b8f3a999301f0be820369,jss3**,"옵션명 1:한우1등급,옵션명 2:한우 치마살 300g",1,이건 아니지요.\n후회합니딘.
658b8f3a999301f0be82036a,jss3**,"옵션명 1:한우1등급,옵션명 2:한우 업진살 300g",1,이건 아니예요.\n소고기가 아닌 힘줄이예요.
658b8f3a999301f0be82036b,jss3**,"옵션명 1:한우1등급,옵션명 2:한우 채끝등심 300g",1,이 상품은 11번가 욕 들어먹어요.\n너무 질기고 식감이 아니예요.\n후회합니다.
658b8f3a999301f0be82036c,leed*************,"옵션명 1:한우1등급,옵션명 2:한우 치마살 300g",4,
658b8f3a999301f0be82036d,leed*************,"옵션명 1:한우1등급,옵션명 2:한우 업진살 300g",4,
658b8f3a999301f0be82036e,leed*************,"옵션명 1:한우1등급,옵션명 2:한우 업진살 300g",4,
658b8f3a999301f0be82036f,leed*************,"옵션명 1:한우1등급,옵션명 2:한우 안심 300g",4,
658b8f3a999301f0be820370,S|59*************,"옵션명 1:한우1등급,옵션명 2:한우 안심 300g",5,맛있어서 재구매했네요~!
658b8f3a999301f0be820371,wa19****,"옵션명 1:한우1등급,옵션명 2:한우 갈비살 300g",5,
658b8f3b999301f0be820372,wa19****,"옵션명 1:한우1등급,옵션명 2:한우 꽃등심 300g",5,
658b8f3b999301f0be820373,sarh***,"옵션명 1:한우1등급,옵션명 2:한우 업진살 300g",5,
658b8f3b999301f0be820374,leey*********,"옵션명 1:한우1등급,옵션명 2:한우 불고기 400g",5,
658b8f3b999301f0be820375,leey*********,"옵션명 1:한우1등급,옵션명 2:한우 다짐육 400g",5,
658b8f3b999301f0be820376,아마존못참지,"옵션명 1:한우1+등급,옵션명 2:한우 채끝등심 300g",4,맛있게 잘 먹었습니다 
658b8f3b999301f0be820377,sdm2**,"옵션명 1:한우1등급,옵션명 2:한우 채끝등심 300g",5,
658b8f3b999301f0be820378,ksr9***,"옵션명 1:한우1등급,옵션명 2:한우 꽃등심 300g",5,
658b8f3b999301f0be820379,tjsa*****,"옵션명 1:한우1등급,옵션명 2:한우 안심 300g",5,저렴하게 잘샀어요 ㅎㅎ 
658b8f3b999301f0be82037a,tjsa*****,"옵션명 1:한우1등급,옵션명 2:한우 업진살 300g",5,저렴하게 잘샀어요 ㅎㅎ 맛있어요 
658b8f3b999301f0be82037b,leed*************,"옵션명 1:한우1등급,옵션명 2:한우 꽃등심 300g",4,
658b8f3b999301f0be82037c,dlad*******,"옵션명 1:한우1등급,옵션명 2:한우 갈비살 300g",5,
658b8f3b999301f0be82037d,wv0o***,"옵션명 1:한우1등급,옵션명 2:한우 안심 300g",5,
658b8f3b999301f0be82037e,wv0o***,"옵션명 1:한우1등급,옵션명 2:한우 꽃등심 300g",5,
658b8f3b999301f0be82037f,wv0o***,"옵션명 1:한우1등급,옵션명 2:한우 갈비살 300g",5,
658b8f3b999301f0be820380,soin,"옵션명 1:한우1등급,옵션명 2:한우 치마살 300g",5,
658b8f3b999301f0be820381,das0***,"옵션명 1:한우1등급,옵션명 2:한우 채끝등심 300g",4,
658b8f3b999301f0be820382,chyc**,"옵션명 1:한우1등급,옵션명 2:한우 차돌박이 300g",4,리뷰보고 바로구매했어요
658b8f3b999301f0be820383,leed*************,"옵션명 1:한우1등급,옵션명 2:한우 채끝등심 300g",5,
658b8f3b999301f0be820384,kaya****,"옵션명 1:한우1등급,옵션명 2:한우 꽃등심 300g",5,
658b8f3b999301f0be820385,jsoo****,"옵션명 1:한우1등급,옵션명 2:한우 채끝등심 300g",4,
658b8f3c999301f0be820386,jsoo****,"옵션명 1:한우1등급,옵션명 2:한우 채끝등심 300g",4,
658b8f3c999301f0be820387,sjs2**,"옵션명 1:한우1등급,옵션명 2:한우 불고기 400g",4,좋아요.~.~.~.~.
658b8f3c999301f0be820388,sjs2**,"옵션명 1:한우1등급,옵션명 2:한우 불고기 400g",4,좋아요.~.~.~.~
658b8f3c999301f0be820389,das0***,"옵션명 1:한우1등급,옵션명 2:한우 꽃등심 300g",4,
658b8f3c999301f0be82038a,esyo******,"옵션명 1:한우1등급,옵션명 2:한우 등심 300g",1,한우라고 해서 오랜만?에 근 10년만인가ㅋㅋ\n한우 맞는거죠\n소비자와 판매자가 서로  믿어야겠죠\n믿고 먹어보고 맛 신선도에 대해 후기 리뷰로\n\n\n\n\n이거 한우 맞남 차라리 수입산이낫겠다\n맛 완전 꽝이다 \n꽝 중에 꽝 꽝 꽝~~~
658b8f3c999301f0be82038b,hp99**,"옵션명 1:한우1등급,옵션명 2:한우 채끝등심 300g",1,
658b8f3c999301f0be82038c,haes**,"옵션명 1:한우1등급,옵션명 2:한우 치마살 300g",4,
658b8f3c999301f0be82038d,haes**,"옵션명 1:한우1등급,옵션명 2:한우 부채살 300g",4,
658b8f3c999301f0be82038e,haes**,"옵션명 1:한우1등급,옵션명 2:한우 채끝등심 300g",4,
658b8f3c999301f0be82038f,haes**,"옵션명 1:한우1등급,옵션명 2:한우 업진살 300g",4,
658b8f3c999301f0be820390,S|21**************,"옵션명 1:한우1등급,옵션명 2:한우 갈비살 300g",4,잘받았습니다감사합니다
658b8f3c999301f0be820391,S|21**************,"옵션명 1:한우1등급,옵션명 2:한우 갈비살 300g",4,잘받았습니다감사합니다
658b8f3c999301f0be820392,tow1***,"옵션명 1:한우1등급,옵션명 2:한우 차돌박이 300g",5,
658b8f3d999301f0be820393,eva7**,"옵션명 1:한우1등급,옵션명 2:한우 살치살 300g",5,
658b8f3d999301f0be820394,chos****,"옵션명 1:한우1등급,옵션명 2:한우 꽃등심 300g",5,
658b8f3d999301f0be820395,1356**,"옵션명 1:한우1등급,옵션명 2:한우 업진살 300g",5,정말정말 맛잇써여~~~
658b8f3d999301f0be820396,chon*******,"옵션명 1:한우1등급,옵션명 2:한우 안심 300g",5,
658b8f3d999301f0be820397,vovj**,"옵션명 1:한우1등급,옵션명 2:한우 업진살 300g",5,
658b8f3d999301f0be820398,vovj**,"옵션명 1:한우1등급,옵션명 2:한우 갈비살 300g",5,
658b8f3d999301f0be820399,vovj**,"옵션명 1:한우1등급,옵션명 2:한우 안심 300g",5,
658b8f3d999301f0be82039a,vovj**,"옵션명 1:한우1등급,옵션명 2:한우 채끝등심 300g",5,
658b8f3d999301f0be82039b,moto****,"옵션명 1:한우1등급,옵션명 2:한우 불고기 400g",4,
658b8f3d999301f0be82039c,rdal**,"옵션명 1:한우1등급,옵션명 2:한우 꽃등심 300g",5,관찬아요 배송빠르내요  좋아요
658b8f3d999301f0be82039d,nacj****,"옵션명 1:한우1등급,옵션명 2:한우 살치살 300g",5,
658b8f3d999301f0be82039e,ceep***,"옵션명 1:한우1등급,옵션명 2:한우 채끝등심 300g",5,
658b8f3d999301f0be82039f,sww4***,"옵션명 1:한우1등급,옵션명 2:한우 갈비살 300g",4,
658b8f3d999301f0be8203a0,jsoo****,"옵션명 1:한우1등급,옵션명 2:한우 안심 300g",4,
658b8f3d999301f0be8203a1,pini****,"옵션명 1:한우1등급,옵션명 2:한우 채끝등심 300g",4,
658b8f3d999301f0be8203a2,kook**,"옵션명 1:한우1등급,옵션명 2:한우 살치살 300g",5,
658b8f3d999301f0be8203a3,gomr****,"옵션명 1:한우1등급,옵션명 2:한우 치마살 300g",5,
658b8f3d999301f0be8203a4,yyle***,"옵션명 1:한우1등급,옵션명 2:한우 꽃등심 300g",5,
658b8f3d999301f0be8203a5,sinh***,"옵션명 1:한우1등급,옵션명 2:한우 안창살 300g",4,
658b8f3e999301f0be8203a6,sinh***,"옵션명 1:한우1등급,옵션명 2:한우 살치살 300g",4,
658b8f3e999301f0be8203a7,열심히부지런히살자,"옵션명 1:한우1등급,옵션명 2:한우 국거리 400g",5,
658b8f3e999301f0be8203a8,열심히부지런히살자,"옵션명 1:한우1등급,옵션명 2:한우 불고기 400g",5,
658b8f3e999301f0be8203a9,wkda****,"옵션명 1:한우1등급,옵션명 2:한우 부채살 300g",5,
658b8f3e999301f0be8203aa,wkda****,"옵션명 1:한우1등급,옵션명 2:한우 갈비살 300g",5,
658b8f3e999301f0be8203ab,wkda****,"옵션명 1:한우1등급,옵션명 2:한우 채끝등심 300g",5,
658b8f3e999301f0be8203ac,band*****,"옵션명 1:한우1등급,옵션명 2:한우 치마살 300g",3,
658b8f3e999301f0be8203ad,band*****,"옵션명 1:한우1등급,옵션명 2:한우 살치살 300g",3,
658b8f3e999301f0be8203ae,lils*****,"옵션명 1:한우1등급,옵션명 2:한우 제비추리 300g",5,맛있었습니다 마음에들어요
658b8f3e999301f0be8203af,wkda****,"옵션명 1:한우1등급,옵션명 2:한우 꽃등심 300g",5,
658b8f3e999301f0be8203b0,alla****,"옵션명 1:한우1등급,옵션명 2:한우 육회 + 소스 400g",4,
658b8f3e999301f0be8203b1,alla****,"옵션명 1:한우1등급,옵션명 2:한우 안심 300g",5,
658b8f3e999301f0be8203b2,alla****,"옵션명 1:한우1등급,옵션명 2:한우 등심 300g",5,
658b8f3e999301f0be8203b3,랑랑8484848,"옵션명 1:한우1등급,옵션명 2:한우 다짐육 400g",4,
658b8f3e999301f0be8203b4,별별별81,"옵션명 1:한우1등급,옵션명 2:한우 안심 300g",5,안심 좋아요~~\n담에도 주문 할께요
658b8f3e999301f0be8203b5,ost0***************,"옵션명 1:한우1+등급,옵션명 2:한우 꽃등심 300g",5,
658b8f3e999301f0be8203b6,현백윤,,4,적당히 맛있었습니다
658b8f3e999301f0be8203b7,8807***,선택하세요:한우 꽃등심 300g,5,
658b8f3e999301f0be8203b8,wonv***,"옵션명 1:한우1++등급,옵션명 2:한우 꽃등심 300g",4,좋아요 ㆍ싱싱해요  ㆍ좋아요 
658b8f3f999301f0be8203b9,park******,"옵션명 1:한우1++등급,옵션명 2:한우 꽃등심 300g",5,
658b8f3f999301f0be8203ba,ehfr******,선택하세요:한우 차돌박이 300g,5,두툼하고 맛있습니다.
658b8f3f999301f0be8203bb,popo***,선택하세요:한우 안심 300g,4,
658b8f3f999301f0be8203bc,ello***,선택하세요:한우 꽃등심 300g,5,
658b8f3f999301f0be8203bd,kms7*****,선택하세요:한우 부채살 300g,5,
658b8f3f999301f0be8203be,kms7*****,선택하세요:한우 안심 300g,5,
658b8f3f999301f0be8203bf,wkda****,선택하세요:한우 차돌박이 200g,5,
658b8f3f999301f0be8203c0,jcj3***,선택하세요:한우 차돌박이 300g,5,
658b8f3f999301f0be8203c1,jcj3***,선택하세요:한우 꽃등심 300g,5,
658b8f3f999301f0be8203c2,time****,선택하세요:한우 살치살 200g,5,
658b8f3f999301f0be8203c3,박민,선택하세요:한우 육회 + 소스 400g,3,색깔이 영\n소스부족할듯.
658b8f3f999301f0be8203c4,lsmb****,선택하세요:한우 제비추리 300g,5,
658b8f3f999301f0be8203c5,ojh3***,선택하세요:한우 토시살 300g,5,다음에또구매할께요~~
658b8f3f999301f0be8203c6,ojh3***,선택하세요:한우 채끝등심 300g,5,고기에마블링이좋아요~~
658b8f3f999301f0be8203c7,lion***,선택하세요:한우 육회 + 소스 400g,5,
658b8f3f999301f0be8203c8,ever****,선택하세요:한우 업진살 300g,4,
658b8f3f999301f0be8203c9,ever****,선택하세요:한우 갈비살 300g,4,
658b8f3f999301f0be8203ca,ever****,선택하세요:한우 살치살 300g,4,
658b8f3f999301f0be8203cb,pakh***,선택하세요:한우 육회 200g + 소스,5,
658b8f3f999301f0be8203cc,옆집순이,선택하세요:한우 장조림 200g,5,상품 배송 가격 모두 좋아요...
658b8f40999301f0be8203cd,wkda****,선택하세요:한우 채끝등심 200g,5,
